Delivery_person_Age,Delivery_person_Ratings,distance,Time_taken_min
31,4.3,12.117036432265769,44
37,4.5,1.5525704156530522,26
37,4.7,4.663566689152346,26
33,5.0,1.5294972211336797,31
24,4.6,9.435201537430713,19
33,4.5,11.916757259074872,18
39,4.7,10.486117701549048,38
37,4.6,13.583078662316938,32
25,4.9,7.683191405131541,17
28,4.8,9.193093962702369,11
38,4.7,6.217883647558788,31
29,4.6,10.427235657896192,43
31,4.6,9.3268725291157,25
25,4.8,9.179538450825504,22
35,4.9,10.88065184853536,43
39,4.7,10.565262855251571,42
38,3.9,12.100062421151955,42
35,4.7,4.657159718108008,34
29,4.7,2.981217855191716,17
27,4.6,4.561265632840908,25
38,4.3,13.989916877276224,49
36,4.9,10.64228895373847,21
26,4.0,6.1474046526362285,34
26,4.1,13.428477357470475,36
36,4.9,9.327285157960466,17
21,4.7,1.489792976782923,16
35,4.7,12.418394742110715,27
20,4.5,6.21786068914486,26
23,4.6,13.787803344502166,46
37,5.0,9.080187058762698,29
26,4.8,9.315441635500324,23
29,5.0,12.161417162420864,11
26,4.9,16.6368750388607,28
29,4.8,9.192951167083816,25
29,4.7,3.018226484999582,11
21,4.9,4.395420246829279,26
22,4.3,3.109059104393339,23
31,4.0,11.916582838287257,39
20,4.5,3.1162485097897914,11
30,3.9,12.116950608888647,32
36,4.8,10.868263117988304,43
24,4.7,6.218153086065569,13
32,4.7,1.554424975889943,25
25,5.0,9.313017158715258,27
27,4.5,6.147106622705237,29
32,4.1,10.867300462045636,33
23,4.7,6.209259882042439,19
39,4.4,20.18085916835192,33
20,4.8,9.435201537430713,28
20,4.8,11.919755989352518,15
29,4.6,4.494291162003691,29
26,4.9,20.851726357533597,18
25,5.0,1.5605734793802433,14
34,4.7,6.210589610313767,30
31,4.9,6.175283575307921,28
24,4.7,20.44292976252901,39
30,4.9,13.830084721845129,30
36,4.8,19.373745834955248,36
36,4.4,20.857115324129342,37
26,4.7,20.85155740266031,43
30,4.6,16.659963190056956,29
20,4.8,4.717601092054723,25
33,4.7,7.76260023979046,15
29,4.6,11.00773476374462,24
34,4.0,13.766855008587,39
36,4.6,12.29367767357356,20
33,4.6,2.984637269285578,15
22,4.8,16.788275862514016,16
38,4.7,1.5320227740635557,19
27,4.9,12.421407858788074,20
32,4.8,10.444776155165613,25
26,4.8,12.42075005031394,43
29,4.5,19.65937352744409,15
31,4.5,12.46418980459395,29
28,4.6,6.146243658393976,14
21,4.8,8.929086888936338,11
21,4.0,7.790362124533636,19
30,4.9,12.58026782240096,29
29,4.7,5.992096714696384,11
20,4.8,1.5297232853102505,14
28,5.0,13.73594217639658,15
25,4.7,10.705559922396493,16
29,4.6,16.85256546542981,43
38,4.8,3.10480375328542,20
39,4.9,4.610073053799367,26
26,4.9,9.12210080560154,26
33,4.4,10.906036622245397,43
24,4.6,9.088013799330726,25
24,4.9,6.232303380307374,28
33,4.5,13.611566722125016,17
35,4.2,13.611428630407518,44
27,4.2,13.763896210757894,33
29,4.6,7.761350404897176,19
29,4.5,4.657591594951663,15
34,4.7,19.343487217443105,27
20,4.7,2.9845125598688216,25
29,4.8,6.058876303739538,18
22,4.9,9.08808409216373,21
35,4.9,10.417065790358764,49
32,4.4,17.16483390268399,42
28,4.9,16.113872411826254,20
30,4.7,20.253686339517657,29
22,4.7,17.076258901182708,15
36,4.7,7.790362124533636,30
23,4.8,19.76218981785956,28
22,4.8,3.0250598092769923,19
29,4.5,19.83956144193532,15
34,4.9,17.075594401072465,49
38,4.1,1.5527001159062177,41
35,5.0,11.00773476374462,37
38,4.7,9.435201537430713,28
32,4.3,10.280572823486368,35
20,4.5,10.867300462045636,27
25,4.9,12.41768756419937,43
29,4.5,8.937860881830986,12
32,4.7,6047.919477618645,31
39,4.1,20.44292976252901,39
31,4.4,16.660108123692734,47
37,4.5,7.601385733165002,26
36,4.9,13.183763612802506,31
37,3.8,20.856833724898244,42
29,4.6,16612.23905461284,12
38,4.9,6.232373004508207,25
37,4.4,11.904865487130731,39
21,4.9,13.682164847733418,21
35,4.9,4.469362226704669,18
22,4.8,13.406355455305173,22
28,4.8,3.0736440277233705,23
39,4.0,20.2065815105083,48
29,4.5,12.419724873245672,13
39,4.6,3.10480371051839,32
25,4.9,20.206316416481208,16
34,5.0,4.674151774555243,19
22,4.8,3.1053699758611257,18
27,5.0,10.44439086222839,27
28,4.5,10.71090335965414,25
32,5.0,4.674393132741266,31
29,4.6,16.60127679034639,39
27,4.6,10.756697879102664,20
35,3.9,12.236561539555195,38
22,4.6,4.66365822992199,19
35,4.7,4.717601092054723,17
30,4.6,1.514804895193716,24
39,4.8,3.1089883297664818,26
33,4.8,9.219905581617374,28
20,4.7,12.256687342592544,16
20,4.7,4.717601092054723,17
34,4.2,9.326940869812669,24
22,4.7,10.881431823102693,24
37,4.3,2.980249384918674,34
20,4.8,1.530259489433465,16
33,4.9,7.601614738321658,26
21,5.0,19.660943947619387,25
33,4.6,10.60241776436213,49
24,4.6,12.419602041029952,24
36,4.7,3.145067434621583,32
30,4.6,4.588898780684235,26
32,4.9,13.829931792650669,24
28,4.6,19.97580879143884,16
21,4.7,19.373745834955248,27
39,4.9,3.052706857073804,25
32,4.7,3.10480371051839,26
20,4.5,9.178605957041263,25
29,4.6,4.717601092054723,26
36,5.0,1.4901538808202175,15
28,4.8,3.1053645449071565,18
32,4.5,7.661250453808475,30
39,4.4,17.076258901182708,46
30,4.7,16.721430138856057,24
32,4.4,6.128419378458112,37
23,4.6,13.61087757567187,27
21,4.8,6.118630884411828,27
31,4.2,9.074342229264849,32
37,4.6,3.0589506421329244,28
20,4.5,7.60187028254755,29
28,4.5,1.4899271643867569,27
22,4.9,1.5545816630915406,11
20,4.7,9.219708856173831,13
34,4.8,19.618968653878404,27
38,4.8,6.209259882042439,25
29,4.6,20.182634488293992,26
32,4.5,6.036244196933848,27
34,4.9,16.853347148215562,26
33,3.9,13.612594236926364,32
34,4.5,3.025144329113472,25
32,4.6,4.717601092054723,32
29,4.6,10.86743475093766,42
34,4.7,7.772523200443599,29
26,4.6,10.64143695507064,32
31,4.0,12.4206925399653,35
39,4.8,6.081185877714354,27
27,4.8,1.5725337292863206,15
32,5.0,7.683355299930858,27
32,4.5,7.568033295671713,30
39,4.1,10.564540523828766,32
36,4.8,1.5323350156093771,25
37,4.1,4.657133018843544,38
37,4.8,9.054052950169236,26
38,3.7,16.853347148215562,31
28,4.7,3.018226484999582,28
34,3.8,16.852118690780152,31
32,4.9,17.07490429604153,29
22,4.7,8.937527873529593,17
31,4.0,13.620357163029286,45
27,4.0,12.434585525065136,34
29,4.9,17.137487720369034,24
38,4.8,9.348325936764756,44
35,4.8,7.601874226721306,36
31,4.9,4.657654937060371,28
30,4.3,13.970007989573654,37
24,4.9,9.435201537430713,10
33,4.8,13.830053479838757,23
29,4.6,10.278596687704232,22
38,4.6,6.117761953594076,26
26,4.9,9.05609596246182,34
39,4.8,6.290134677634678,26
24,4.5,17.29786575291325,21
34,4.2,9.193093962702369,28
26,4.7,8.942954308598857,14
35,4.7,6.050551152463514,17
36,4.2,4.657579589646416,37
24,2.6,16.660108123692734,42
29,4.6,11.00773476374462,17
33,4.3,16.826241648658563,34
26,4.6,16.78788895084062,25
32,5.0,17.07425677879506,30
37,4.9,13.40365433387026,48
26,4.9,20.28540209884892,18
31,4.8,20.253518127453454,28
37,4.6,13.970759660747298,26
26,4.7,16.827472773146546,16
37,4.8,4.537571350180904,25
22,4.6,20.44292976252901,22
21,4.4,4.56092627806632,15
22,4.0,1.5524082366564882,28
38,4.5,1.5524171512663978,20
28,4.0,6.208681984040334,32
29,4.7,20.44292976252901,17
31,4.9,6.058919182290554,38
24,4.8,3.040570257157571,14
33,4.8,6.290134677634678,26
26,4.9,13.788957415778432,30
29,4.6,12.074377562048715,28
20,4.7,7.790401204068435,29
29,4.8,19.762382255532412,12
32,4.0,10.86736612025195,49
20,4.9,16.659917302375856,42
26,5.0,10.867138302160235,24
38,4.8,16.721157280760078,46
34,4.6,6.17657661195326,27
27,4.5,2.9795000083815664,13
29,5.0,10.59337435448954,25
24,4.9,19.761066328271667,24
21,4.9,1.512584768578813,12
33,4.4,1.465185811092148,24
35,4.7,9.055898607911567,29
35,4.7,12.46418980459395,18
29,4.6,17744.205087171256,20
29,4.6,4.663432062512783,13
29,4.8,10.70734504040778,23
21,4.9,12.25607644546856,19
29,4.6,17.078934089495423,29
22,4.7,13.97320677313832,24
29,4.6,6.217689154531195,27
24,4.4,11.904942936168032,40
23,4.9,1.5544659606027853,22
27,4.6,1.5522933461656467,12
33,4.1,12.464528059716644,43
35,4.6,16.902495928547932,26
21,4.7,4.674318760489688,27
39,4.4,13.969606427684226,35
34,4.8,7.761160094159413,27
29,4.9,6.08138911667686,27
20,4.7,3.059709961318304,17
20,4.8,11.00773476374462,17
30,4.7,9.054052950169236,15
37,4.7,19.087110814122116,39
39,4.6,4.537860442229112,25
26,5.0,16.903843893840016,18
32,4.9,12.58026782240096,48
21,4.7,13.787860239172238,28
35,4.8,3.105133735234596,29
39,4.6,4.527261449200269,32
39,5.0,20.18379902594911,41
27,4.9,10.924204662087163,39
33,4.8,4.656945385949658,16
33,4.8,19.976712110349872,48
37,4.7,10.868263117988304,40
20,4.6,3.11625365633879,11
20,4.6,12.58026782240096,19
31,4.2,10.72487928947891,35
27,4.6,3.116141712617872,16
37,4.9,7.573467821949986,15
34,4.4,7.762944133594471,31
25,4.7,9.348114492435204,11
37,4.7,7.6315119039786525,22
23,4.7,10.92374498616851,16
27,5.0,6.217824017921914,24
36,4.7,3.073618468414652,16
30,4.3,20.853653606522226,42
20,4.9,1.5725337292863206,31
28,4.7,10.906379593113522,31
36,4.0,3.145067434621583,33
20,4.7,7.7618394221539715,16
22,4.7,16.85361872985407,16
28,4.7,17.097073943177282,25
34,4.8,1.5202925485979668,18
25,4.8,16.660108123692734,26
38,5.0,7.6315206377383635,34
34,3.5,11.917680464391392,32
24,4.9,16.65997912906346,22
33,4.6,13.58308621493468,49
21,4.6,3.027096857241899,16
25,4.6,9.081116432460677,23
23,4.9,6.058848944529893,19
34,4.9,7.325299567376928,25
25,4.7,10.757050667280218,37
28,4.9,13.48132821110772,10
34,3.7,16.852086415672474,34
24,4.5,16.3815985933698,14
31,5.0,9.314044193380468,26
38,4.6,9.176247492588644,30
32,4.8,13.216577965789265,17
28,5.0,13.73595371215514,29
29,4.5,13.406000552536549,37
28,4.8,20.177742451193726,23
39,4.8,7.771834302405156,30
39,4.8,11.00773476374462,29
26,4.8,3.0253327061731827,14
33,4.8,4.539068203248832,28
37,4.9,4.494246018082183,27
29,4.6,9.316238098535816,24
24,4.6,14.02247678645175,16
36,5.0,12.20991796442754,43
22,4.7,13.631282080461435,44
21,4.6,4.6106137050519,22
29,5.0,7.601368938115055,16
33,4.7,3.10513147754577,18
27,4.1,3.018828463384802,16
29,4.6,19.97591692313584,24
30,4.2,10.641490945494455,46
22,4.8,12.58026782240096,26
20,4.9,10.906379593113522,17
31,4.4,10.86743475093766,44
36,4.6,4.561267998363487,17
39,4.9,11.917680464391392,43
32,4.7,16.903235903520294,41
23,4.2,11.00773476374462,34
30,3.8,12.161642370388376,40
26,4.7,3.024996343510764,16
29,4.6,1.5545020843143542,23
21,4.9,1.5204319193289748,13
23,4.6,4.674341511233819,29
22,4.9,3.040537241644738,24
39,4.5,4.561152427256569,16
32,4.1,7.760937776419154,34
25,4.7,16.388699354722633,20
30,5.0,6.08144091176014,28
25,4.8,20.182482607604825,30
26,4.7,14.022136830289137,14
30,4.6,6.232177403678717,30
31,4.3,2.976598093374338,25
33,4.8,12.10007905561433,28
20,5.0,9.177484636525882,17
36,4.3,20.20634489518972,33
20,4.9,13.789707457541455,36
29,4.6,17118.828365904727,16
38,4.1,14.15280068944862,38
37,4.7,9.087937068016329,25
28,5.0,16.38489468676678,40
39,3.5,12.419724873245672,32
31,4.0,12.293787312037066,42
30,4.9,7.683177078354157,27
27,4.9,13.62154989228773,25
30,4.9,7.660957436559093,24
29,4.5,20.18379902594911,30
35,4.5,19.343487217443105,22
34,4.9,3.025656084205808,31
37,4.8,12.463861442061829,16
34,4.9,4.469223038792755,25
31,4.9,3.145067434621583,16
23,4.1,9.220147515420278,32
29,4.7,7.562950099274068,20
20,4.9,3.145067434621583,11
26,4.1,9.1921191213112,21
34,4.5,12.58026782240096,44
34,4.9,7.6315206377383635,19
21,4.7,4.595940524023034,11
35,4.6,10.906470984869513,23
20,4.7,16.384324359677176,12
24,4.1,19.884318574979226,39
25,4.5,6.210543032490164,16
22,4.8,4.589965403039523,17
38,4.7,13.58037387628081,24
29,4.3,6.210605364096202,33
24,4.8,17.078934089495423,29
36,4.8,20.555166462971385,42
31,4.7,7.447061074885476,28
20,4.8,4.663344843093999,25
25,4.6,7.550439931733868,16
23,5.0,17.078665498349924,11
39,4.7,7.447061074885476,34
21,4.7,17.097896810815786,35
32,4.7,6.050486021641284,25
36,4.9,19.618645096414483,15
38,4.8,10.906324615073943,49
34,4.3,17.077999100718745,35
23,2.5,16.721288103917647,34
32,3.6,20.20680429578236,39
31,4.8,1.5524082366564882,26
22,4.6,12.43500511451784,11
34,3.9,12.435256015114646,33
39,4.8,19.61782456145108,47
21,5.0,11.923472540743465,25
34,3.9,13.830709083522098,37
29,4.6,2740.2806554775298,29
28,4.9,12.41700384268753,15
34,4.9,1.5204696675472833,20
21,4.7,20.18126391655743,29
30,4.6,3.025061641856149,30
36,5.0,9.34840352266177,16
25,4.5,1.531840629987081,24
38,4.3,17.07802860149049,31
24,5.0,6.118745338337883,12
31,4.0,9.435201537430713,34
31,4.7,12.116895848185973,29
27,4.6,10.756961091859951,13
23,4.8,3.1050910965093825,11
29,4.6,16.5976594203346,29
25,4.7,20.182728114833115,23
38,4.5,1.512714085470906,24
32,4.8,12.463883024166927,26
22,4.3,10.429850454296858,36
35,4.9,4.5441940135013885,31
35,4.1,17.098388556624265,46
34,4.8,9.435201537430713,18
22,3.5,10.72556607662276,33
29,4.6,1.512568616883653,27
28,4.9,7.762635434587184,24
35,3.6,10.564540523828766,34
38,4.8,9.05975169661097,17
31,5.0,9.177484636525882,28
29,4.6,1.5725337292863206,27
26,5.0,4.494166054627538,10
36,4.4,17.074806111802342,31
26,4.6,4.674173521866497,32
38,4.1,20.506954885362845,41
25,4.3,13.405918573024223,37
25,5.0,1.5525569843008196,32
30,4.7,12.58026782240096,24
29,4.6,4.656902198105632,24
29,4.6,7.648322354566716,17
33,4.2,3.1046911695396355,39
39,4.9,12.463937409088205,26
34,4.5,4.6634322016198295,28
37,4.2,4.6105980334864025,30
36,4.8,4.469157679084331,20
29,4.9,10.724517748045963,45
30,4.4,16.72060564152912,35
32,5.0,10.602582382473138,43
21,4.8,10.72487928947891,13
24,4.2,20.18091138270937,35
28,4.9,12.099390766640973,25
39,4.9,17.29786575291325,21
21,5.0,12.072385194581768,11
24,4.8,19.76074372631284,37
35,4.8,4.579067429409246,29
25,4.5,12.106168623850548,20
20,5.0,10.427321890632737,22
23,4.7,10.881199561003289,31
28,4.7,17.097524927197277,25
31,4.8,10.565155904264325,22
28,4.5,10.427299400994745,16
20,3.9,8.790360138255203,49
26,4.9,19.36427479298626,22
34,4.6,1.5725337292863206,26
24,4.8,1.5323350156093771,10
35,4.8,14.02247678645175,43
31,4.7,4.537571350180904,19
20,4.7,12.108745430933784,28
32,4.0,1.5126165219143393,31
25,4.7,4.530419436025792,19
29,5.0,4.544208221888033,20
20,4.8,7.4502858459465395,14
23,4.7,20.851771383104897,42
33,5.0,13.61234086526925,25
24,4.8,17.138022477114593,16
25,4.8,9.18115180124748,22
29,4.6,9.121491544069452,21
31,4.4,19.91468696554527,37
38,4.8,6.217824017921914,17
22,4.6,16.151548344858927,15
35,4.7,1.52041860106364,12
34,3.8,16.720582121840994,39
20,4.8,13.969760212954572,28
29,4.6,1.5725337292863206,16
20,3.5,4.5442645096317325,49
30,4.2,12.463883024166927,49
29,4.6,1.520419007277728,14
24,4.4,4.717601092054723,49
35,4.0,16.476109203499863,35
28,4.8,1.558124432225945,18
22,5.0,7.5628176900721105,11
23,4.8,10.905970180191469,33
32,4.3,1.5725337292863206,28
22,4.9,3.064627592336894,16
34,4.6,9.055525276451691,29
30,4.7,1.512515889082131,26
20,4.8,6.058876303739538,14
20,5.0,12.161615481620156,36
39,4.6,4.395007361328904,24
27,4.7,3.018663448352764,11
35,4.8,2.9796333006387523,27
24,4.8,19.915585713442425,26
25,4.9,9.059783744525705,17
28,4.8,6.128804224238824,14
33,4.6,12.237791615217422,30
35,4.9,7.448363764234143,21
30,4.9,10.86588292776456,35
31,4.9,9.314862687658415,29
31,4.8,13.972131143082873,21
24,4.7,3.145067434621583,16
33,5.0,3.058968615636912,24
39,4.6,16.61092648528088,18
37,4.5,8.95254860446834,24
26,4.8,4.469620875558469,21
35,4.4,7.546670729115911,32
29,4.8,1.5136457231081837,14
24,4.8,1.532201594325313,19
25,4.9,19.36269866793402,27
20,4.5,6.127106344248561,21
28,5.0,10.642283429606556,13
29,5.0,1.5092307910802,21
37,4.8,3.01884125862851,27
30,4.8,1.5135833475077918,28
23,5.0,14.02184017066128,34
36,4.5,10.254746830465765,18
39,4.5,13.83001622650836,37
28,4.9,7.763197145329057,13
32,4.8,1.5302997807726866,18
38,4.9,9.220449825751444,31
32,4.7,14.15280068944862,24
35,4.8,20.205786629218224,42
33,4.8,9.081488351334354,21
27,4.9,19.976712110349872,32
28,4.9,10.587929946826758,17
27,4.6,6.210030477134693,22
23,5.0,10.867908640310205,27
37,4.2,12.46388811675802,37
36,4.9,9.313705947301068,24
32,4.9,12.58026782240096,47
38,4.8,9.056109430301545,17
38,4.8,9.175193844437285,27
27,5.0,7.862668167410368,16
31,4.4,10.756273454296805,49
21,4.2,3.073202406260901,16
26,4.7,17.137482577838096,22
23,4.9,10.721987300670904,36
36,4.8,12.074047498027545,15
29,4.6,9.349055143285232,17
34,4.7,6.210607623189759,26
20,4.9,12.465199139447057,15
25,4.1,9.348114492435204,28
36,4.6,12.099096916817428,30
27,4.7,12.419572625827414,20
35,4.1,3.052737719754902,32
31,4.8,6.218076509101378,26
33,4.8,17.29786575291325,22
23,5.0,16.385802266862363,44
23,4.5,20.183481365845644,26
29,4.7,17.29786575291325,14
29,4.8,6.232380002107321,26
30,5.0,7.631413514278938,19
39,4.9,3.0736267316959056,25
34,4.3,4.528162065607325,36
36,4.8,3.029527086813652,29
30,4.9,9.220418694557548,24
29,4.8,4.544211841489229,29
24,4.7,9.12142598198074,10
37,4.8,3.1044353971265157,18
29,4.6,12.418462399626804,17
30,4.8,12.162115707004752,16
21,4.7,4.61013388745304,10
33,4.7,7.76148623771488,22
39,4.4,13.989249784536108,39
25,4.8,7.763180727989849,22
26,4.7,8.790241310526385,18
30,5.0,1.5147937213890763,25
37,4.7,3.08789046683249,20
39,4.7,2.937737756302681,24
21,4.9,12.098699936279209,19
31,4.1,6.218134914911243,33
38,4.9,5.958586130824136,25
35,4.9,19.34098355293587,36
29,4.6,19070.337839460142,15
39,4.9,4.717601092054723,17
31,4.8,7.790944138439638,23
39,4.1,3.145067434621583,29
26,4.7,4.717601092054723,12
39,4.2,4.656788095043528,32
29,4.6,7.684129284114851,17
32,4.0,4.717601092054723,46
34,4.9,12.58026782240096,36
25,4.8,6.081139317039227,28
38,5.0,4.656788095043528,32
39,4.9,9.315069177421467,30
33,4.3,6.037118440222238,31
30,4.7,6.21004516313671,32
30,4.4,19.68856591478912,40
21,4.9,4.469193825204425,15
20,4.5,6.037474189823589,49
28,4.6,4.717601092054723,17
26,4.6,1.5263914730561974,22
31,4.3,2.996242679062324,48
27,4.6,11.00773476374462,43
32,5.0,19.89050358396663,25
23,4.9,3.040649953439087,10
26,4.9,7.660898979387943,25
34,5.0,16.72067899275337,30
37,4.7,7.660678233235358,25
21,4.9,4.674324006382012,24
28,4.6,7.772523200443599,27
23,4.8,3.145067434621583,11
33,4.7,16.63687991359285,25
37,4.5,4.663344843093999,16
22,4.9,10.906058503327996,16
29,5.0,13.830756172608172,27
32,4.6,4.469310320115588,24
36,4.9,4.632486510687283,15
37,4.7,4.674644234402064,26
31,4.8,1.4897343062373762,19
21,4.9,9.1927037900754,18
29,4.6,10.417031582411871,12
35,4.5,13.40365433387026,44
36,4.9,10.90637937446933,23
34,4.5,7.761284984440791,26
26,4.5,1.5605734793802433,22
39,4.7,10.427208660422878,19
33,4.7,1.5544659606027853,10
36,4.9,10.6024509428862,40
36,4.6,12.58026782240096,25
27,4.5,1.50946039783608,20
37,4.8,7.566949319257056,28
28,4.7,7.862668167410368,17
21,4.7,16.635223376952894,15
28,4.3,1.558124432225945,21
26,3.9,4.5374004790919935,46
39,4.7,6.147038743531219,18
27,4.8,1.510097125258773,10
38,4.7,4.632486510687283,29
32,4.1,9.055476933500954,42
25,5.0,10.56527857058105,35
38,4.9,7.790314135591803,28
33,4.9,19.91529866449363,22
31,4.7,6.14709275562667,17
22,4.6,1.5323350156093771,16
27,4.8,19.688324335751812,22
31,4.9,4.596738270617085,23
29,4.5,20.18116177485189,17
27,4.2,7.647047869271471,18
35,5.0,1.552572298857814,43
34,4.5,13.830009311431366,23
36,4.2,9.19301447226726,33
38,5.0,3.1052688831334736,25
25,4.6,4.395281348843725,19
27,4.8,12.58026782240096,12
33,4.7,4.657127681974944,10
32,4.8,9.055525276451691,33
28,4.9,4.46935205273826,27
25,4.2,3.0251492856773803,29
36,4.7,3.0735433636637217,25
26,4.9,10.868667520702909,17
22,5.0,20.18269322461172,34
39,4.9,10.90614936096952,29
34,4.7,9.363369184364505,34
33,4.8,2.9961936989579065,28
31,4.6,7.772618958964917,26
35,5.0,6.210946741811576,37
29,4.7,19.36320422209724,23
32,3.8,16.72059667667663,31
29,4.0,12.253528674537389,33
23,4.9,6.209259882042439,13
24,5.0,3.0189069957364936,11
39,4.7,1.5126917819907382,16
20,4.9,3.0736336615829787,16
31,4.6,13.40647396886028,17
22,4.9,16.82795323853624,22
34,4.7,20.44292976252901,40
29,4.6,4.540569477331834,13
29,4.9,4.717601092054723,17
34,4.8,10.565179206181494,28
25,4.8,6.04045219327021,15
25,4.9,7.760937776419154,29
35,4.8,9.087980108212871,30
24,4.5,9.176325854672063,24
28,4.6,1.5204319479995732,11
20,4.9,12.161069532201594,24
