Delivery_person_Age,Delivery_person_Ratings,distance,Time_taken_min,order_hour,time_of_day,peak_hour_flag,traffic_level
23,4.9,9.175193844437285,11,20,Evening,1,Low
27,4.9,9.315069177421467,25,20,Evening,1,Medium
37,4.8,6.209021101535329,26,12,Afternoon,1,Medium
33,5.0,1.5203447277394997,18,14,Afternoon,1,Low
31,4.9,6.037225392444489,16,9,Morning,0,Low
31,4.8,17.078665498349924,23,13,Afternoon,1,Medium
25,5.0,4.717601092054723,15,14,Afternoon,1,Low
28,4.8,12.464329297636857,36,22,Night,0,Jam
31,4.7,9.12142598198074,16,19,Evening,1,Low
24,4.7,14.02323208308413,19,10,Morning,0,Medium
39,4.6,13.392612276663751,27,9,Morning,0,High
39,4.2,12.58026782240096,49,20,Evening,1,Jam
32,4.5,1.4899271643867569,20,16,Afternoon,0,Medium
36,4.7,9.435201537430713,30,11,Morning,1,High
25,4.8,11.916582838287257,18,18,Evening,1,Low
33,4.9,4.663566689152346,22,13,Afternoon,1,Medium
30,4.4,10.641157729337486,34,8,Morning,0,Jam
33,5.0,16.818368923733058,24,19,Evening,1,Medium
36,4.9,6.128551257918874,17,10,Morning,0,Low
21,4.8,2.996250036666747,14,18,Evening,1,Low
39,4.9,7.342175722857832,30,18,Evening,1,High
23,4.8,3.145067434621583,15,14,Afternoon,1,Low
35,4.8,6.290134677634678,16,21,Night,1,Low
39,4.6,13.972123977178397,36,10,Morning,0,Jam
22,4.7,6.0814407970077005,18,12,Afternoon,1,Low
32,4.6,6.080891507841841,17,23,Night,0,Low
24,4.8,12.58026782240096,15,19,Evening,1,Low
29,4.7,3.145067434621583,17,19,Evening,1,Low
29,4.6,6.210589610313767,19,21,Night,1,Medium
26,4.7,9.220373067021596,10,20,Evening,1,Low
20,4.5,7.862668167410368,27,22,Night,0,High
35,4.1,13.969606427684226,37,12,Afternoon,1,Jam
39,4.6,13.97320677313832,44,14,Afternoon,1,Jam
34,4.7,6.058853851668898,28,21,Night,1,High
27,4.7,17.07799287216156,42,11,Morning,1,Jam
30,4.8,17.29786575291325,25,18,Evening,1,Medium
25,4.4,17.07287190639919,39,8,Morning,0,Jam
25,4.7,16.818368923733058,20,14,Afternoon,1,Medium
30,5.0,2.9795028505763823,31,22,Night,0,High
24,4.6,9.22086597503729,13,23,Night,0,Low
39,4.8,7.66133113422064,28,12,Afternoon,1,High
25,4.8,6.175516093406556,19,15,Afternoon,0,Medium
37,4.6,12.209856560906877,42,19,Evening,1,Jam
24,5.0,1.5526813140975844,23,14,Afternoon,1,Medium
25,4.2,16.902806732498597,39,15,Afternoon,0,Jam
32,4.6,1.5093577696342253,25,9,Morning,0,Medium
34,4.7,6048.631240095335,15,19,Evening,1,Low
38,4.9,3.0251186390180176,15,18,Evening,1,Low
36,4.8,13.407092693002165,15,13,Afternoon,1,Low
25,5.0,16.721976048741656,15,15,Afternoon,0,Low
29,5.0,7.772343594464188,18,17,Evening,0,Low
36,4.7,13.773737657079211,29,10,Morning,0,High
33,4.7,7.790158927085036,20,12,Afternoon,1,Medium
36,4.4,6.217834398579603,39,16,Afternoon,0,Jam
21,4.8,16.852834881459735,19,9,Morning,0,Medium
25,4.8,4.610035602261126,19,20,Evening,1,Medium
23,4.8,19.87987067737402,17,10,Morning,0,Low
25,4.6,1.5580833985943423,15,9,Morning,0,Low
24,4.3,3.0253327061731827,19,9,Morning,0,Medium
27,4.6,13.971948960174704,29,11,Morning,1,High
23,4.8,16.830905551931515,22,20,Evening,1,Medium
21,4.3,20.20779793335838,42,13,Afternoon,1,Jam
27,4.7,3.040641621538215,12,17,Evening,0,Low
32,4.2,20.25378535947016,38,8,Morning,0,Jam
25,4.6,16.721296009802852,23,16,Afternoon,0,Medium
39,4.7,2.984550789786577,15,19,Evening,1,Low
27,4.6,12.161450531436996,24,9,Morning,0,Medium
39,3.8,16.822155609316784,37,14,Afternoon,1,Jam
31,4.8,7.762556904358387,24,11,Morning,1,Medium
31,4.8,9.055855161965688,13,11,Morning,1,Low
20,4.8,1.5545816630915406,16,19,Evening,1,Low
36,4.9,12.074047498027545,42,13,Afternoon,1,Jam
20,4.9,13.58037387628081,17,17,Evening,0,Low
24,4.6,4.469620875558469,25,15,Afternoon,0,Medium
29,4.6,16.65983831917015,25,17,Evening,0,Medium
39,4.2,16.634870118211385,39,10,Morning,0,Jam
37,4.8,6.232139486668676,18,11,Morning,1,Low
32,4.9,6.209021101535329,28,19,Evening,1,High
22,4.5,7.460830127736771,18,11,Morning,1,Low
23,4.9,20.25378535947016,18,11,Morning,1,Low
33,4.7,16.60097570059501,49,16,Afternoon,0,Jam
23,4.6,4.5403213728916425,15,22,Night,0,Low
27,4.6,12.421212735966272,21,14,Afternoon,1,Medium
34,4.7,6.118711846690412,23,17,Evening,0,Medium
26,5.0,1.5204319479995732,11,15,Afternoon,0,Low
31,4.6,9.087972744660556,25,22,Night,0,Medium
32,4.9,3.064487105761538,18,14,Afternoon,1,Low
27,4.7,3.025144329113472,14,11,Morning,1,Low
21,4.9,13.97320677313832,36,17,Evening,0,Jam
28,4.8,7.7631027847272,18,14,Afternoon,1,Low
24,4.9,6.290134677634678,17,20,Evening,1,Low
33,4.4,1.5368503798527686,28,14,Afternoon,1,High
20,4.6,13.973177561576213,44,19,Evening,1,Jam
31,4.3,9.34840352266177,20,14,Afternoon,1,Medium
29,4.6,4.596576884052145,19,9,Morning,0,Medium
36,5.0,10.602467987619454,35,21,Night,1,Jam
31,4.2,17.076258901182708,49,22,Night,0,Jam
39,4.1,9.22083460710919,34,18,Evening,1,Jam
29,4.6,12.161605446009546,17,11,Morning,1,Low
29,4.6,6.08088296759392,23,12,Afternoon,1,Medium
37,4.9,4.674143698976654,27,11,Morning,1,High
33,4.7,6.290134677634678,26,9,Morning,0,Medium
31,3.9,10.70900337153546,35,23,Night,0,Jam
37,4.6,6.290134677634678,41,21,Night,1,Jam
26,4.4,9.314884732862104,23,8,Morning,0,Medium
24,4.6,17.137482577838096,30,13,Afternoon,1,High
23,4.8,3.145067434621583,19,16,Afternoon,0,Medium
36,4.9,1.5725337292863206,27,21,Night,1,High
39,4.8,6.218002348694166,28,14,Afternoon,1,High
20,4.7,12.463883024166927,24,22,Night,0,Medium
20,5.0,20.2065815105083,36,23,Night,0,Jam
29,4.3,9.081116432460677,28,19,Evening,1,High
36,4.8,17.138077427627362,31,16,Afternoon,0,High
36,4.0,13.63134369814336,44,17,Evening,0,Jam
22,4.8,12.074063090453254,15,21,Night,1,Low
38,4.4,10.72326417216742,33,9,Morning,0,High
39,4.9,7.600994631258499,30,8,Morning,0,High
24,4.9,7.562982485199944,22,11,Morning,1,Medium
30,4.1,11.00773476374462,43,21,Night,1,Jam
35,4.8,13.829314445199008,48,9,Morning,0,Jam
33,4.5,13.969116967729818,19,11,Morning,1,Medium
39,4.7,10.923267458246295,21,12,Afternoon,1,Medium
31,4.3,12.117036432265769,44,22,Night,0,Jam
37,4.5,1.5525704156530522,26,15,Afternoon,0,Medium
37,4.7,4.663566689152346,26,21,Night,1,Medium
33,5.0,1.5294972211336797,31,14,Afternoon,1,High
24,4.6,9.435201537430713,19,20,Evening,1,Medium
33,4.5,11.916757259074872,18,9,Morning,0,Low
39,4.7,10.486117701549048,38,12,Afternoon,1,Jam
37,4.6,13.583078662316938,32,22,Night,0,High
25,4.9,7.683191405131541,17,20,Evening,1,Low
28,4.8,9.193093962702369,11,11,Morning,1,Low
38,4.7,6.217883647558788,31,20,Evening,1,High
29,4.6,10.427235657896192,43,11,Morning,1,Jam
31,4.6,9.3268725291157,25,15,Afternoon,0,Medium
25,4.8,9.179538450825504,22,14,Afternoon,1,Medium
35,4.9,10.88065184853536,43,16,Afternoon,0,Jam
39,4.7,10.565262855251571,42,14,Afternoon,1,Jam
38,3.9,12.100062421151955,42,21,Night,1,Jam
35,4.7,4.657159718108008,34,20,Evening,1,Jam
29,4.7,2.981217855191716,17,20,Evening,1,Low
27,4.6,4.561265632840908,25,23,Night,0,Medium
38,4.3,13.989916877276224,49,12,Afternoon,1,Jam
36,4.9,10.64228895373847,21,12,Afternoon,1,Medium
26,4.0,6.1474046526362285,34,15,Afternoon,0,Jam
26,4.1,13.428477357470475,36,8,Morning,0,Jam
36,4.9,9.327285157960466,17,8,Morning,0,Low
21,4.7,1.489792976782923,16,17,Evening,0,Low
35,4.7,12.418394742110715,27,16,Afternoon,0,High
20,4.5,6.21786068914486,26,16,Afternoon,0,Medium
23,4.6,13.787803344502166,46,12,Afternoon,1,Jam
37,5.0,9.080187058762698,29,18,Evening,1,High
26,4.8,9.315441635500324,23,23,Night,0,Medium
29,5.0,12.161417162420864,11,18,Evening,1,Low
26,4.9,16.6368750388607,28,21,Night,1,High
29,4.8,9.192951167083816,25,21,Night,1,Medium
29,4.7,3.018226484999582,11,16,Afternoon,0,Low
21,4.9,4.395420246829279,26,22,Night,0,Medium
22,4.3,3.109059104393339,23,14,Afternoon,1,Medium
31,4.0,11.916582838287257,39,9,Morning,0,Jam
20,4.5,3.1162485097897914,11,22,Night,0,Low
30,3.9,12.116950608888647,32,14,Afternoon,1,High
36,4.8,10.868263117988304,43,16,Afternoon,0,Jam
24,4.7,6.218153086065569,13,15,Afternoon,0,Low
32,4.7,1.554424975889943,25,18,Evening,1,Medium
25,5.0,9.313017158715258,27,20,Evening,1,High
27,4.5,6.147106622705237,29,20,Evening,1,High
32,4.1,10.867300462045636,33,17,Evening,0,High
23,4.7,6.209259882042439,19,18,Evening,1,Medium
39,4.4,20.18085916835192,33,19,Evening,1,High
20,4.8,9.435201537430713,28,9,Morning,0,High
20,4.8,11.919755989352518,15,15,Afternoon,0,Low
29,4.6,4.494291162003691,29,21,Night,1,High
26,4.9,20.8517263575336,18,20,Evening,1,Low
25,5.0,1.5605734793802433,14,19,Evening,1,Low
34,4.7,6.210589610313767,30,9,Morning,0,High
31,4.9,6.175283575307921,28,15,Afternoon,0,High
24,4.7,20.44292976252901,39,17,Evening,0,Jam
30,4.9,13.830084721845129,30,22,Night,0,High
36,4.8,19.373745834955248,36,16,Afternoon,0,Jam
36,4.4,20.857115324129342,37,15,Afternoon,0,Jam
26,4.7,20.85155740266031,43,23,Night,0,Jam
30,4.6,16.659963190056956,29,9,Morning,0,High
20,4.8,4.717601092054723,25,11,Morning,1,Medium
33,4.7,7.76260023979046,15,9,Morning,0,Low
29,4.6,11.00773476374462,24,16,Afternoon,0,Medium
34,4.0,13.766855008587,39,22,Night,0,Jam
36,4.6,12.29367767357356,20,15,Afternoon,0,Medium
33,4.6,2.984637269285578,15,13,Afternoon,1,Low
22,4.8,16.788275862514016,16,9,Morning,0,Low
38,4.7,1.5320227740635557,19,10,Morning,0,Medium
27,4.9,12.421407858788074,20,13,Afternoon,1,Medium
32,4.8,10.444776155165613,25,10,Morning,0,Medium
26,4.8,12.42075005031394,43,10,Morning,0,Jam
29,4.5,19.65937352744409,15,22,Night,0,Low
31,4.5,12.46418980459395,29,21,Night,1,High
28,4.6,6.146243658393976,14,17,Evening,0,Low
21,4.8,8.929086888936338,11,11,Morning,1,Low
21,4.0,7.790362124533636,19,10,Morning,0,Medium
30,4.9,12.58026782240096,29,19,Evening,1,High
29,4.7,5.992096714696384,11,22,Night,0,Low
20,4.8,1.5297232853102505,14,14,Afternoon,1,Low
28,5.0,13.73594217639658,15,15,Afternoon,0,Low
25,4.7,10.705559922396493,16,17,Evening,0,Low
29,4.6,16.85256546542981,43,9,Morning,0,Jam
38,4.8,3.10480375328542,20,22,Night,0,Medium
39,4.9,4.610073053799367,26,11,Morning,1,Medium
26,4.9,9.12210080560154,26,19,Evening,1,Medium
33,4.4,10.906036622245397,43,18,Evening,1,Jam
24,4.6,9.088013799330726,25,20,Evening,1,Medium
24,4.9,6.232303380307374,28,16,Afternoon,0,High
33,4.5,13.611566722125016,17,19,Evening,1,Low
35,4.2,13.611428630407518,44,18,Evening,1,Jam
27,4.2,13.763896210757894,33,11,Morning,1,High
29,4.6,7.761350404897176,19,21,Night,1,Medium
29,4.5,4.657591594951663,15,18,Evening,1,Low
34,4.7,19.343487217443105,27,18,Evening,1,High
20,4.7,2.9845125598688216,25,19,Evening,1,Medium
29,4.8,6.058876303739538,18,15,Afternoon,0,Low
22,4.9,9.08808409216373,21,17,Evening,0,Medium
35,4.9,10.417065790358764,49,19,Evening,1,Jam
32,4.4,17.16483390268399,42,17,Evening,0,Jam
28,4.9,16.113872411826254,20,22,Night,0,Medium
30,4.7,20.253686339517657,29,19,Evening,1,High
22,4.7,17.076258901182708,15,11,Morning,1,Low
36,4.7,7.790362124533636,30,11,Morning,1,High
23,4.8,19.76218981785956,28,22,Night,0,High
22,4.8,3.0250598092769923,19,13,Afternoon,1,Medium
29,4.5,19.83956144193532,15,19,Evening,1,Low
34,4.9,17.075594401072465,49,14,Afternoon,1,Jam
38,4.1,1.5527001159062177,41,8,Morning,0,Jam
35,5.0,11.00773476374462,37,16,Afternoon,0,Jam
38,4.7,9.435201537430713,28,15,Afternoon,0,High
32,4.3,10.280572823486368,35,15,Afternoon,0,Jam
20,4.5,10.867300462045636,27,12,Afternoon,1,High
25,4.9,12.41768756419937,43,12,Afternoon,1,Jam
29,4.5,8.937860881830986,12,13,Afternoon,1,Low
32,4.7,6047.919477618645,31,8,Morning,0,High
39,4.1,20.44292976252901,39,16,Afternoon,0,Jam
31,4.4,16.660108123692734,47,20,Evening,1,Jam
37,4.5,7.601385733165002,26,17,Evening,0,Medium
36,4.9,13.183763612802506,31,10,Morning,0,High
37,3.8,20.856833724898244,42,13,Afternoon,1,Jam
29,4.6,16612.23905461284,12,9,Morning,0,Low
38,4.9,6.232373004508207,25,13,Afternoon,1,Medium
37,4.4,11.904865487130731,39,20,Evening,1,Jam
21,4.9,13.682164847733418,21,17,Evening,0,Medium
35,4.9,4.469362226704669,18,23,Night,0,Low
22,4.8,13.406355455305173,22,19,Evening,1,Medium
28,4.8,3.0736440277233705,23,20,Evening,1,Medium
39,4.0,20.2065815105083,48,10,Morning,0,Jam
29,4.5,12.419724873245672,13,18,Evening,1,Low
39,4.6,3.10480371051839,32,12,Afternoon,1,High
25,4.9,20.206316416481208,16,11,Morning,1,Low
34,5.0,4.674151774555243,19,8,Morning,0,Medium
22,4.8,3.1053699758611257,18,11,Morning,1,Low
27,5.0,10.44439086222839,27,15,Afternoon,0,High
28,4.5,10.71090335965414,25,19,Evening,1,Medium
32,5.0,4.674393132741266,31,15,Afternoon,0,High
29,4.6,16.60127679034639,39,10,Morning,0,Jam
27,4.6,10.756697879102664,20,13,Afternoon,1,Medium
35,3.9,12.236561539555195,38,9,Morning,0,Jam
22,4.6,4.66365822992199,19,15,Afternoon,0,Medium
35,4.7,4.717601092054723,17,13,Afternoon,1,Low
30,4.6,1.514804895193716,24,17,Evening,0,Medium
39,4.8,3.1089883297664818,26,9,Morning,0,Medium
33,4.8,9.219905581617374,28,18,Evening,1,High
20,4.7,12.256687342592544,16,10,Morning,0,Low
20,4.7,4.717601092054723,17,21,Night,1,Low
34,4.2,9.326940869812669,24,18,Evening,1,Medium
22,4.7,10.881431823102693,24,16,Afternoon,0,Medium
37,4.3,2.980249384918674,34,13,Afternoon,1,Jam
20,4.8,1.530259489433465,16,8,Morning,0,Low
33,4.9,7.601614738321658,26,17,Evening,0,Medium
21,5.0,19.660943947619387,25,11,Morning,1,Medium
33,4.6,10.60241776436213,49,11,Morning,1,Jam
24,4.6,12.419602041029952,24,11,Morning,1,Medium
36,4.7,3.145067434621583,32,9,Morning,0,High
30,4.6,4.588898780684235,26,15,Afternoon,0,Medium
32,4.9,13.829931792650669,24,14,Afternoon,1,Medium
28,4.6,19.97580879143884,16,11,Morning,1,Low
21,4.7,19.373745834955248,27,9,Morning,0,High
39,4.9,3.052706857073804,25,15,Afternoon,0,Medium
32,4.7,3.10480371051839,26,10,Morning,0,Medium
20,4.5,9.178605957041263,25,20,Evening,1,Medium
29,4.6,4.717601092054723,26,14,Afternoon,1,Medium
36,5.0,1.4901538808202175,15,13,Afternoon,1,Low
28,4.8,3.1053645449071565,18,17,Evening,0,Low
32,4.5,7.661250453808475,30,16,Afternoon,0,High
39,4.4,17.076258901182708,46,17,Evening,0,Jam
30,4.7,16.721430138856057,24,12,Afternoon,1,Medium
32,4.4,6.128419378458112,37,18,Evening,1,Jam
23,4.6,13.61087757567187,27,15,Afternoon,0,High
21,4.8,6.118630884411828,27,16,Afternoon,0,High
31,4.2,9.074342229264849,32,13,Afternoon,1,High
37,4.6,3.0589506421329244,28,17,Evening,0,High
20,4.5,7.60187028254755,29,10,Morning,0,High
28,4.5,1.4899271643867569,27,12,Afternoon,1,High
22,4.9,1.5545816630915406,11,20,Evening,1,Low
20,4.7,9.219708856173831,13,20,Evening,1,Low
34,4.8,19.618968653878404,27,11,Morning,1,High
38,4.8,6.209259882042439,25,11,Morning,1,Medium
29,4.6,20.182634488293992,26,9,Morning,0,Medium
32,4.5,6.036244196933848,27,15,Afternoon,0,High
34,4.9,16.853347148215562,26,23,Night,0,Medium
33,3.9,13.612594236926364,32,20,Evening,1,High
34,4.5,3.025144329113472,25,21,Night,1,Medium
32,4.6,4.717601092054723,32,16,Afternoon,0,High
29,4.6,10.86743475093766,42,13,Afternoon,1,Jam
34,4.7,7.772523200443599,29,15,Afternoon,0,High
26,4.6,10.64143695507064,32,15,Afternoon,0,High
31,4.0,12.4206925399653,35,22,Night,0,Jam
39,4.8,6.081185877714354,27,22,Night,0,High
27,4.8,1.5725337292863206,15,15,Afternoon,0,Low
32,5.0,7.683355299930858,27,22,Night,0,High
32,4.5,7.568033295671713,30,20,Evening,1,High
39,4.1,10.564540523828766,32,13,Afternoon,1,High
36,4.8,1.5323350156093771,25,8,Morning,0,Medium
37,4.1,4.657133018843544,38,8,Morning,0,Jam
37,4.8,9.054052950169236,26,22,Night,0,Medium
38,3.7,16.853347148215562,31,16,Afternoon,0,High
28,4.7,3.018226484999582,28,22,Night,0,High
34,3.8,16.852118690780152,31,23,Night,0,High
32,4.9,17.07490429604153,29,9,Morning,0,High
22,4.7,8.937527873529593,17,8,Morning,0,Low
31,4.0,13.620357163029286,45,23,Night,0,Jam
27,4.0,12.434585525065136,34,22,Night,0,Jam
29,4.9,17.137487720369034,24,22,Night,0,Medium
38,4.8,9.348325936764756,44,12,Afternoon,1,Jam
35,4.8,7.601874226721306,36,19,Evening,1,Jam
31,4.9,4.657654937060371,28,23,Night,0,High
30,4.3,13.970007989573654,37,18,Evening,1,Jam
24,4.9,9.435201537430713,10,13,Afternoon,1,Low
33,4.8,13.830053479838757,23,12,Afternoon,1,Medium
29,4.6,10.278596687704232,22,13,Afternoon,1,Medium
38,4.6,6.117761953594076,26,8,Morning,0,Medium
26,4.9,9.05609596246182,34,15,Afternoon,0,Jam
39,4.8,6.290134677634678,26,9,Morning,0,Medium
24,4.5,17.29786575291325,21,10,Morning,0,Medium
34,4.2,9.193093962702369,28,18,Evening,1,High
26,4.7,8.942954308598857,14,10,Morning,0,Low
35,4.7,6.050551152463514,17,15,Afternoon,0,Low
36,4.2,4.657579589646416,37,18,Evening,1,Jam
24,2.6,16.660108123692734,42,15,Afternoon,0,Jam
29,4.6,11.00773476374462,17,11,Morning,1,Low
33,4.3,16.826241648658563,34,18,Evening,1,Jam
26,4.6,16.78788895084062,25,14,Afternoon,1,Medium
32,5.0,17.07425677879506,30,9,Morning,0,High
37,4.9,13.40365433387026,48,16,Afternoon,0,Jam
26,4.9,20.28540209884892,18,12,Afternoon,1,Low
31,4.8,20.253518127453454,28,9,Morning,0,High
37,4.6,13.970759660747298,26,21,Night,1,Medium
26,4.7,16.827472773146546,16,14,Afternoon,1,Low
37,4.8,4.537571350180904,25,22,Night,0,Medium
22,4.6,20.44292976252901,22,13,Afternoon,1,Medium
21,4.4,4.56092627806632,15,17,Evening,0,Low
22,4.0,1.5524082366564882,28,18,Evening,1,High
38,4.5,1.5524171512663978,20,23,Night,0,Medium
28,4.0,6.208681984040334,32,8,Morning,0,High
29,4.7,20.44292976252901,17,11,Morning,1,Low
31,4.9,6.058919182290554,38,9,Morning,0,Jam
24,4.8,3.040570257157571,14,11,Morning,1,Low
33,4.8,6.290134677634678,26,22,Night,0,Medium
26,4.9,13.788957415778432,30,15,Afternoon,0,High
29,4.6,12.074377562048715,28,15,Afternoon,0,High
20,4.7,7.790401204068435,29,15,Afternoon,0,High
29,4.8,19.76238225553241,12,13,Afternoon,1,Low
32,4.0,10.86736612025195,49,11,Morning,1,Jam
20,4.9,16.659917302375856,42,14,Afternoon,1,Jam
26,5.0,10.867138302160235,24,22,Night,0,Medium
38,4.8,16.721157280760078,46,21,Night,1,Jam
34,4.6,6.17657661195326,27,11,Morning,1,High
27,4.5,2.9795000083815664,13,13,Afternoon,1,Low
29,5.0,10.59337435448954,25,9,Morning,0,Medium
24,4.9,19.761066328271667,24,13,Afternoon,1,Medium
21,4.9,1.512584768578813,12,17,Evening,0,Low
33,4.4,1.465185811092148,24,9,Morning,0,Medium
35,4.7,9.055898607911567,29,11,Morning,1,High
35,4.7,12.46418980459395,18,21,Night,1,Low
29,4.6,17744.205087171256,20,17,Evening,0,Medium
29,4.6,4.663432062512783,13,9,Morning,0,Low
29,4.8,10.70734504040778,23,13,Afternoon,1,Medium
21,4.9,12.25607644546856,19,21,Night,1,Medium
29,4.6,17.078934089495423,29,14,Afternoon,1,High
22,4.7,13.97320677313832,24,18,Evening,1,Medium
29,4.6,6.217689154531195,27,21,Night,1,High
24,4.4,11.904942936168032,40,9,Morning,0,Jam
23,4.9,1.5544659606027853,22,13,Afternoon,1,Medium
27,4.6,1.5522933461656467,12,8,Morning,0,Low
33,4.1,12.464528059716644,43,22,Night,0,Jam
35,4.6,16.902495928547932,26,15,Afternoon,0,Medium
21,4.7,4.674318760489688,27,8,Morning,0,High
39,4.4,13.969606427684226,35,22,Night,0,Jam
34,4.8,7.761160094159413,27,20,Evening,1,High
29,4.9,6.08138911667686,27,18,Evening,1,High
20,4.7,3.059709961318304,17,11,Morning,1,Low
20,4.8,11.00773476374462,17,8,Morning,0,Low
30,4.7,9.054052950169236,15,20,Evening,1,Low
37,4.7,19.08711081412212,39,14,Afternoon,1,Jam
39,4.6,4.537860442229112,25,10,Morning,0,Medium
26,5.0,16.903843893840016,18,15,Afternoon,0,Low
32,4.9,12.58026782240096,48,18,Evening,1,Jam
21,4.7,13.787860239172238,28,13,Afternoon,1,High
35,4.8,3.105133735234596,29,22,Night,0,High
39,4.6,4.527261449200269,32,9,Morning,0,High
39,5.0,20.18379902594911,41,8,Morning,0,Jam
27,4.9,10.924204662087163,39,8,Morning,0,Jam
33,4.8,4.656945385949658,16,10,Morning,0,Low
33,4.8,19.976712110349872,48,14,Afternoon,1,Jam
37,4.7,10.868263117988304,40,13,Afternoon,1,Jam
20,4.6,3.11625365633879,11,23,Night,0,Low
20,4.6,12.58026782240096,19,22,Night,0,Medium
31,4.2,10.72487928947891,35,21,Night,1,Jam
27,4.6,3.116141712617872,16,22,Night,0,Low
37,4.9,7.573467821949986,15,21,Night,1,Low
34,4.4,7.762944133594471,31,20,Evening,1,High
25,4.7,9.348114492435204,11,17,Evening,0,Low
37,4.7,7.6315119039786525,22,9,Morning,0,Medium
23,4.7,10.92374498616851,16,13,Afternoon,1,Low
27,5.0,6.217824017921914,24,22,Night,0,Medium
36,4.7,3.073618468414652,16,11,Morning,1,Low
30,4.3,20.853653606522226,42,18,Evening,1,Jam
20,4.9,1.5725337292863206,31,14,Afternoon,1,High
28,4.7,10.906379593113522,31,12,Afternoon,1,High
36,4.0,3.145067434621583,33,18,Evening,1,High
20,4.7,7.7618394221539715,16,15,Afternoon,0,Low
22,4.7,16.85361872985407,16,21,Night,1,Low
28,4.7,17.097073943177282,25,9,Morning,0,Medium
34,4.8,1.5202925485979668,18,22,Night,0,Low
25,4.8,16.660108123692734,26,14,Afternoon,1,Medium
38,5.0,7.6315206377383635,34,8,Morning,0,Jam
34,3.5,11.917680464391392,32,11,Morning,1,High
24,4.9,16.65997912906346,22,9,Morning,0,Medium
33,4.6,13.58308621493468,49,11,Morning,1,Jam
21,4.6,3.027096857241899,16,8,Morning,0,Low
25,4.6,9.081116432460677,23,16,Afternoon,0,Medium
23,4.9,6.058848944529893,19,22,Night,0,Medium
34,4.9,7.325299567376928,25,22,Night,0,Medium
25,4.7,10.757050667280218,37,21,Night,1,Jam
28,4.9,13.48132821110772,10,22,Night,0,Low
34,3.7,16.852086415672474,34,13,Afternoon,1,Jam
24,4.5,16.3815985933698,14,9,Morning,0,Low
31,5.0,9.314044193380468,26,12,Afternoon,1,Medium
38,4.6,9.176247492588644,30,11,Morning,1,High
32,4.8,13.216577965789265,17,10,Morning,0,Low
28,5.0,13.73595371215514,29,10,Morning,0,High
29,4.5,13.406000552536549,37,21,Night,1,Jam
28,4.8,20.177742451193726,23,8,Morning,0,Medium
39,4.8,7.771834302405156,30,22,Night,0,High
39,4.8,11.00773476374462,29,10,Morning,0,High
26,4.8,3.0253327061731827,14,19,Evening,1,Low
33,4.8,4.539068203248832,28,18,Evening,1,High
37,4.9,4.494246018082183,27,22,Night,0,High
